         0.124999	52.9517424554	-1.1841362011	79.1224	0.0002	0.0001	-0.0004	-12.5217	36.7886	280.0069	0.0002	0.0003	-0.0003	9.3204e-002	2.8463e-002	8.9679e-002	1.6557e-004	2.6799e-004	-1.6243e-004	1.0000e+000	1.0000e+000	1.0000e+000	0.0000e+000	0.0000e+000	0.0000e+000
         0.225000	52.9517424554	-1.1841362011	79.1118	-0.0000	0.0001	-0.0006	-12.5303	36.7833	280.0176	0.0003	0.0001	-0.0005	9.3204e-002	2.8460e-002	8.9693e-002	1.8289e-003	1.5739e-003	-2.9875e-003	1.0000e+000	1.0000e+000	1.0000e+000	0.0000e+000	0.0000e+000	0.0000e+000
         0.335000	52.9517424554	-1.1841362011	79.1023	0.0001	0.0000	-0.0003	-12.5286	36.7796	280.0276	0.0002	0.0002	-0.0002	9.3204e-002	2.8457e-002	8.9711e-002	3.3208e-003	2.4632e-003	-5.6182e-003	1.0000e+000	1.0000e+000	1.0000e+000	0.0000e+000	0.0000e+000	0.0000e+000
         0.445000	52.9517424554	-1.1841362011	79.0950	0.0001	-0.0000	-0.0003	-12.5279	36.7554	280.0297	0.0002	0.0001	-0.0002	9.3204e-002	2.8450e-002	8.9737e-002	4.9679e-003	3.2890e-003	-7.2134e-003	1.0000e+000	1.0000e+000	1.0000e+000	0.0000e+000	0.0000e+000	0.0000e+000
         0.555000	52.9517424554	-1.1841362011	79.0879	-0.0000	-0.0000	-0.0004	-12.5448	36.7370	280.0160	0.0003	0.0001	-0.0003	9.3204e-002	2.8444e-002	8.9766e-002	6.5191e-003	3.8142e-003	-8.8611e-003	1.0000e+000	1.0000e+000	1.0000e+000	0.0000e+000	0.0000e+000	0.0000e+000
         0.665000	52.9517424554	-1.1841362011	79.0808	0.0001	0.0001	-0.0003	-12.5913	36.7352	279.9851	0.0001	0.0001	-0.0002	9.3205e-002	2.8448e-002	8.9749e-002	7.8107e-003	4.3164e-003	-1.0698e-002	1.0000e+000	1.0000e+000	1.0000e+000	0.0000e+000	0.0000e+000	0.0000e+000
         0.775000	52.9517424554	-1.1841362011	79.0759	-0.0000	0.0001	-0.0001	-12.5379	36.7834	280.0136	-0.0000	0.0000	-0.0002	9.3205e-002	2.8454e-002	8.9723e-002	8.7227e-003	4.7374e-003	-1.1944e-002	1.0000e+000	1.0000e+000	1.0000e+000	0.0000e+000	0.0000e+000	0.0000e+000
         0.885000	52.9517424554	-1.1841362011	79.0710	-0.0005	-0.0002	-0.0003	-12.4831	36.8223	280.0359	0.0003	-0.0004	-0.0003	9.3203e-002	2.8445e-002	8.9758e-002	9.9354e-003	3.7984e-003	-1.3257e-002	1.0000e+000	1.0000e+000	1.0000e+000	0.0000e+000	0.0000e+000	0.0000e+000
         0.995000	52.9517424554	-1.1841362012	79.0667	-0.0003	-0.0002	-0.0002	-12.4978	36.7982	280.0319	0.0002	-0.0003	-0.0001	9.3201e-002	2.8436e-002	8.9792e-002	1.1208e-002	3.3065e-003	-1.4215e-002	1.0000e+000	1.0000e+000	1.0000e+000	0.0000e+000	0.0000e+000	0.0000e+000
         1.105000	52.9517424553	-1.1841362012	79.0621	-0.0002	-0.0002	-0.0003	-12.5889	36.7602	279.9592	0.0003	-0.0002	-0.0002	9.3197e-002	2.8428e-002	8.9822e-002	1.2522e-002	1.9956e-003	-1.5414e-002	1.0000e+000	1.0000e+000	1.0000e+000	0.0000e+000	0.0000e+000	0.0000e+000
