51.254999	52.9519965969	-1.1835509768	0.0000	-0.0000	-0.0001	-0.0008	-13.0682	42.9742	0.0011	6.3218e-01	4.2052e-01	5.5931e-01	0.0000e+00	0.0000e+00	0.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00
51.364999	52.9519965970	-1.1835509767	0.0001	0.0000	0.0000	-0.0002	-13.0953	42.9620	0.0008	6.3218e-01	4.2052e-01	5.5931e-01	4.6791e-03	1.2137e-03	-3.0686e-03	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00
51.474999	52.9519965972	-1.1835509770	0.0001	0.0007	-0.0007	-0.0012	-12.9932	42.9013	0.1123	6.3218e-01	4.2052e-01	5.5931e-01	7.8752e-03	6.4538e-04	-5.6192e-03	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00
51.584999	52.9519965975	-1.1835509776	0.0002	0.0004	-0.0003	-0.0006	-13.1427	42.8511	359.9623	6.3218e-01	4.2052e-01	5.5931e-01	1.2315e-02	-1.2926e-03	-7.8691e-03	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00
51.694999	52.9519965978	-1.1835509781	0.0002	0.0001	-0.0001	-0.0001	-13.2972	42.7872	359.8140	6.3218e-01	4.2051e-01	5.5931e-01	1.5440e-02	-2.1274e-03	-9.5139e-03	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00
51.804999	52.9519965982	-1.1835509787	0.0003	0.0010	-0.0015	-0.0007	-13.3654	42.7494	359.7642	6.3218e-01	4.2051e-01	5.5931e-01	1.8057e-02	-3.1989e-03	-1.0421e-02	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00
51.914999	52.9519965987	-1.1835509796	0.0003	0.0008	-0.0007	-0.0003	-13.4887	42.6861	359.6271	6.3217e-01	4.2051e-01	5.5930e-01	2.1529e-02	-5.0497e-03	-1.1513e-02	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00
52.024999	52.9519965993	-1.1835509805	0.0003	0.0002	-0.0002	-0.0001	-13.5620	42.6280	359.5622	6.3217e-01	4.2050e-01	5.5930e-01	2.4461e-02	-6.8022e-03	-1.2403e-02	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00
52.134999	52.9519966000	-1.1835509817	0.0004	0.0018	-0.0021	-0.0006	-13.6236	42.4542	359.5354	6.3216e-01	4.2050e-01	5.5929e-01	2.6770e-02	-8.3838e-03	-1.2572e-02	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00
52.244999	52.9519966006	-1.1835509834	0.0004	0.0007	-0.0009	0.0002	-13.8897	42.2140	359.3245	6.3215e-01	4.2049e-01	5.5928e-01	2.9174e-02	-1.1090e-02	-1.3396e-02	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00
52.354999	52.9519966013	-1.1835509847	0.0004	0.0002	-0.0002	-0.0000	-14.2417	42.1640	358.9965	6.3214e-01	4.2048e-01	5.5927e-01	3.0284e-02	-1.3133e-02	-1.2869e-02	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00
52.464999	52.9519966020	-1.1835509861	0.0004	0.0022	-0.0023	-0.0006	-14.4235	42.2652	358.8497	6.3213e-01	4.2048e-01	5.5926e-01	3.1932e-02	-1.4596e-02	-1.3074e-02	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00
52.574999	52.9519966031	-1.1835509879	0.0004	0.0014	-0.0016	0.0000	-14.5758	42.2526	358.7184	6.3212e-01	4.2046e-01	5.5924e-01	3.4553e-02	-1.7149e-02	-1.2820e-02	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00
52.684999	52.9519966041	-1.1835509894	0.0005	0.0001	-0.0002	-0.0002	-14.5791	42.0500	358.7575	6.3210e-01	4.2044e-01	5.5922e-01	3.7291e-02	-1.8553e-02	-1.3894e-02	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00
52.794999	52.9519966051	-1.1835509917	0.0006	0.0033	-0.0031	0.0003	-14.3419	42.0749	358.9810	6.3208e-01	4.2042e-01	5.5919e-01	4.0197e-02	-2.0461e-02	-1.5079e-02	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00
52.904999	52.9519966063	-1.1835509940	0.0006	0.0010	-0.0021	0.0000	-14.3656	41.8850	358.9470	6.3205e-01	4.2040e-01	5.5916e-01	4.2053e-02	-2.3051e-02	-1.4577e-02	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00
53.014999	52.9519966074	-1.1835509965	0.0006	0.0003	-0.0002	0.0000	-14.6152	41.8523	358.6705	6.3202e-01	4.2037e-01	5.5913e-01	4.3642e-02	-2.5421e-02	-1.4273e-02	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00
53.124999	52.9519966084	-1.1835509987	0.0006	0.0030	-0.0038	-0.0003	-14.4819	41.9881	358.7180	6.3200e-01	4.2035e-01	5.5910e-01	4.4986e-02	-2.7080e-02	-1.4297e-02	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00
53.234999	52.9519966099	-1.1835510012	0.0006	0.0020	-0.0020	-0.0000	-14.5592	41.9938	358.6191	6.3196e-01	4.2031e-01	5.5905e-01	4.7003e-02	-2.9518e-02	-1.3694e-02	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00
53.344999	52.9519966115	-1.1835510044	0.0006	0.0004	-0.0005	-0.0000	-14.8622	41.6671	358.3397	6.3190e-01	4.2026e-01	5.5899e-01	4.8905e-02	-3.2203e-02	-1.3044e-02	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00
53.454999	52.9519966132	-1.1835510073	0.0006	0.0044	-0.0039	0.0008	-15.4008	41.2348	357.8543	6.3186e-01	4.2022e-01	5.5894e-01	5.1118e-02	-3.3905e-02	-1.3144e-02	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00
53.564999	52.9519966144	-1.1835510099	0.0006	0.0020	-0.0029	-0.0002	-15.5241	40.9684	357.7647	6.3181e-01	4.2018e-01	5.5888e-01	5.2917e-02	-3.5913e-02	-1.3085e-02	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00
53.674999	52.9519966163	-1.1835510132	0.0006	0.0004	-0.0005	0.0000	-15.5618	40.7944	357.7278	6.3175e-01	4.2011e-01	5.5880e-01	5.4943e-02	-3.8270e-02	-1.2416e-02	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00
53.784999	52.9519966179	-1.1835510169	0.0007	0.0040	-0.0059	0.0001	-15.6347	40.6463	357.6468	6.3168e-01	4.2006e-01	5.5873e-01	5.6722e-02	-4.0262e-02	-1.2466e-02	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00
53.894999	52.9519966198	-1.1835510207	0.0007	0.0026	-0.0035	-0.0003	-15.9872	40.4188	357.2970	6.3159e-01	4.1998e-01	5.5862e-01	5.9063e-02	-4.2822e-02	-1.2392e-02	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00
54.004999	52.9519966218	-1.1835510247	0.0007	0.0004	-0.0005	0.0000	-16.4646	40.1657	356.7893	6.3150e-01	4.1990e-01	5.5852e-01	6.1074e-02	-4.5063e-02	-1.1882e-02	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00
54.114999	52.9519966233	-1.1835510280	0.0007	0.0044	-0.0056	0.0004	-16.6966	40.0821	356.5370	6.3143e-01	4.1985e-01	5.5844e-01	6.2013e-02	-4.6853e-02	-1.1062e-02	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00
