51.364999 	 Inf 	 NaN 	 Inf 	 NaN 
74.675000 	 29.131024 	 0.168817 	 52.922511 	 0.108260 
75.225000 	 29.997331 	 0.145129 	 52.817073 	 0.119693 
76.325000 	 30.533525 	 0.093844 	 52.316849 	 0.210824 
81.495000 	 30.561501 	 0.109817 	 51.785340 	 0.248094 
83.365000 	 30.528422 	 0.156431 	 51.101218 	 0.299536 
85.345000 	 30.472410 	 0.188286 	 50.508640 	 0.275972 
87.435000 	 30.686236 	 0.222998 	 49.987474 	 0.271622 
89.195000 	 31.373573 	 0.193175 	 49.976585 	 0.259124 
95.905000 	 31.822155 	 0.222245 	 49.592570 	 0.255402 
98.105000 	 31.941348 	 0.234732 	 48.968716 	 0.261408 
100.635000 	 31.721144 	 0.266357 	 48.382163 	 0.321274 
102.395000 	 31.074599 	 0.320871 	 48.180660 	 0.282667 
102.835000 	 30.386941 	 0.294202 	 48.202402 	 0.271513 
105.915000 	 29.778221 	 0.275788 	 48.362373 	 0.257454 
107.785000 	 29.273926 	 0.282997 	 48.000220 	 0.324835 
109.655000 	 28.925167 	 0.239830 	 47.455193 	 0.311485 
111.415000 	 28.699680 	 0.227228 	 46.868839 	 0.285377 
111.745000 	 28.828870 	 0.232620 	 46.311843 	 0.280008 
113.505000 	 29.310818 	 0.183042 	 45.941889 	 0.297457 
114.935000 	 29.974432 	 0.201983 	 45.952833 	 0.266137 
115.155000 	 30.521265 	 0.220752 	 45.968251 	 0.249847 
116.365000 	 31.121149 	 0.261702 	 45.932717 	 0.230290 
116.585000 	 31.698855 	 0.289029 	 45.970203 	 0.218423 
117.795000 	 32.244076 	 0.311956 	 45.950867 	 0.214206 
118.015000 	 32.839366 	 0.255393 	 46.000289 	 0.218590 
119.225000 	 33.407521 	 0.209624 	 45.979518 	 0.224522 
119.555000 	 34.083655 	 0.173926 	 46.044169 	 0.234795 
121.205000 	 34.698174 	 0.157013 	 45.795722 	 0.247101 
122.965000 	 34.917217 	 0.134466 	 45.231848 	 0.273702 
123.295000 	 34.972306 	 0.120465 	 44.453500 	 0.316496 
124.835000 	 35.030571 	 0.128318 	 43.809622 	 0.359344 
126.265000 	 34.920376 	 0.147564 	 43.109722 	 0.302593 
126.595000 	 34.353917 	 0.219400 	 42.853442 	 0.274456 
128.355000 	 33.642281 	 0.251612 	 42.827106 	 0.262521 
130.005000 	 32.929873 	 0.297881 	 42.663327 	 0.256682 
131.435000 	 32.457405 	 0.326551 	 42.550281 	 0.269669 
131.875000 	 32.094659 	 0.337036 	 41.995212 	 0.305018 
133.305000 	 31.989031 	 0.337975 	 41.307663 	 0.258104 
133.635000 	 31.534522 	 0.370625 	 40.896480 	 0.255852 
134.845000 	 30.921933 	 0.382025 	 40.818504 	 0.263927 
135.175000 	 30.351390 	 0.395949 	 40.958568 	 0.282275 
136.385000 	 29.781952 	 0.403766 	 40.995014 	 0.300873 
137.815000 	 29.252261 	 0.389347 	 40.910717 	 0.325205 
138.145000 	 28.832718 	 0.394553 	 40.403099 	 0.364627 
